Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
13.66,26.58,1.03,3.651,0.112,110.3,  8.9, 11.5, 1.9,4778,80,2.331,0.018,-0.31,0.15,0.9,0.16,10.71,0.8,0.81,0.14,10.18,0.74,0.89,0.16,10.69,0.79,2
12.84,65.85,0.59,6.418,0.013, 78.9,  2.8, 20.5, 0.9,4674,80,2.721,0.007,0.21,0.15,1.38,0.07,8.49,0.16,1.27,0.07,8.15,0.16,1.4,0.07,8.54,0.16,1
11.63,77.7,0.89,6.726,0.051, 42.1,  1.7, 28.2, 1.7,4975,80,2.806,0.007,0.15,0.15,2.07,0.13,9.42,0.24,2.03,0.13,9.33,0.23,2.12,0.13,9.53,0.24,2
10.4,72.27,1.33,6.235,0.035, 41.9,  1.5, 29.1, 1.4,5204,166,2.784,0.011,0.19,0.3,2.41,0.2,10.42,0.32,2.57,0.22,10.77,0.33,2.48,0.21,10.57,0.32,2
11.23,102.64,1.31,8.465,0.022, 28.2,  1.4, 38.8, 3.3,5044,80,2.93,0.008,-0.19,0.15,1.94,0.11,7.91,0.17,1.87,0.11,7.76,0.16,2.0,0.12,8.03,0.17,1
13.46,31.08,0.77,3.966,0.04,140.2,  6.8, 13.9, 1.4,4795,157,2.4,0.014,0.3,0.3,1.04,0.11,10.63,0.41,1.03,0.11,10.6,0.41,1.03,0.11,10.62,0.41,2
13.45,56.85,0.58,5.702,0.015, 81.5,  4.2, 18.2, 1.1,4657,80,2.656,0.007,0.17,0.15,1.42,0.08,9.27,0.19,1.3,0.07,8.87,0.18,1.44,0.08,9.33,0.19,1
12.9,25.56,0.41,3.279,0.014,179.9, 12.0,  8.9, 0.9,4543,80,2.304,0.009,-0.29,0.15,1.14,0.08,12.45,0.31,0.98,0.07,11.55,0.28,1.11,0.08,12.28,0.3,1
11.49,41.72,0.79,4.48,0.033, 93.2,  3.9, 16.0, 1.1,4768,138,2.527,0.011,-0.25,0.3,1.53,0.13,11.15,0.35,1.36,0.12,10.54,0.33,1.52,0.13,11.15,0.35,2
13.63,31.12,0.67,3.879,0.033,147.1,  6.4, 16.1, 1.9,4810,146,2.401,0.012,-0.12,0.3,1.14,0.11,11.15,0.38,1.06,0.1,10.74,0.37,1.15,0.11,11.17,0.38,2
13.23,36.62,0.58,4.195,0.013, 83.1,  4.9, 12.0, 0.9,4857,80,2.474,0.009,-0.37,0.15,1.38,0.09,11.27,0.27,1.25,0.08,10.72,0.25,1.39,0.09,11.31,0.27,1
10.24,29.96,0.47,3.712,0.014,126.0,  6.6, 10.8, 0.7,4743,166,2.382,0.011,-0.16,0.3,1.19,0.1,11.64,0.33,1.07,0.09,11.04,0.31,1.19,0.1,11.63,0.33,1
13.92,30.34,0.6,3.825,0.049,154.2, 10.2, 13.4, 2.8,4971,80,2.398,0.01,-0.56,0.15,1.18,0.11,11.36,0.41,1.09,0.1,10.92,0.39,1.2,0.11,11.49,0.42,2
13.24,30.25,0.86,4.031,0.036,181.7,  7.9, 13.0, 1.0,4817,160,2.389,0.015,0.32,0.3,0.9,0.1,10.04,0.4,0.92,0.1,10.16,0.41,0.9,0.1,10.03,0.4,2
13.55,137.81,1.07,11.175,0.024, 48.0,  2.9, 40.9, 2.5,4614,80,3.039,0.007,0.37,0.15,1.35,0.07,5.83,0.11,1.24,0.06,5.59,0.1,1.35,0.07,5.83,0.11,1
12.61,23.69,0.61,3.294,0.038,121.5,  6.8, 10.1, 1.4,4824,80,2.284,0.013,-0.27,0.15,0.97,0.1,11.78,0.45,0.9,0.09,11.32,0.43,0.97,0.1,11.77,0.45,2
13.88,27.76,0.7,3.862,0.094,121.5,  6.6, 11.6, 6.3,4769,166,2.35,0.014,-0.3,0.3,0.81,0.11,9.99,0.59,0.74,0.1,9.53,0.55,0.81,0.11,9.99,0.59,2
12.381,224.38,1.56,16.205,0.041,     ,     ,     ,    ,4908,139,3.264,0.008,-0.32,0.3,1.45,0.09,4.65,0.1,1.34,0.08,4.47,0.1,1.47,0.09,4.69,0.1,1
10.86,46.09,0.67,4.78,0.049, 67.7,  3.4, 18.6, 1.7,4899,80,2.576,0.008,-0.09,0.15,1.65,0.12,10.97,0.33,1.56,0.11,10.64,0.32,1.69,0.12,11.08,0.33,2
13.0,82.66,0.81,7.758,0.016, 63.0,  2.7, 27.3, 1.3,4796,80,2.825,0.007,-0.04,0.15,1.33,0.07,7.39,0.14,1.23,0.07,7.12,0.14,1.35,0.07,7.43,0.15,1
13.16,125.59,1.01,10.8,0.031, 54.4,  2.0, 37.5, 1.7,4764,80,3.005,0.007,0.2,0.15,1.23,0.06,5.78,0.11,1.17,0.06,5.63,0.11,1.24,0.06,5.8,0.11,1
13.6,30.18,0.39,3.964,0.108,136.0,  7.0, 11.7, 1.7,4888,151,2.392,0.01,-0.88,0.3,0.98,0.13,10.44,0.62,0.86,0.11,9.76,0.57,0.96,0.12,10.35,0.62,2
12.34,6.15,0.21,1.074,0.021,465.1, 50.5,  3.0, 0.6,4114,80,1.663,0.016,0.3,0.15,1.18,0.16,26.56,1.46,1.01,0.14,24.56,1.32,1.16,0.16,26.29,1.44,1
13.64,41.98,0.37,4.772,0.017,114.0,  6.1, 12.6, 0.7,4997,160,2.54,0.009,-0.83,0.3,1.3,0.09,10.13,0.24,1.18,0.08,9.68,0.23,1.32,0.09,10.22,0.25,1
13.04,28.79,0.91,3.892,0.065,116.9,  7.2, 12.3, 3.2,4991,155,2.376,0.016,-1.09,0.3,0.94,0.12,10.44,0.53,0.85,0.11,9.94,0.5,0.97,0.13,10.56,0.53,2
13.75,29.43,0.64,3.991,0.179,141.7,  7.0, 12.1, 1.4,5139,165,2.392,0.012,-0.58,0.3,0.95,0.19,10.29,0.97,0.95,0.19,10.3,0.98,0.96,0.19,10.35,0.98,2
13.1,35.43,0.42,4.031,0.082,106.0,  4.1, 13.4, 1.7,5148,173,2.473,0.01,0.01,0.3,1.6,0.17,12.16,0.58,1.62,0.18,12.25,0.59,1.62,0.18,12.24,0.59,2
13.79,69.87,0.63,6.68,0.02, 88.5,  3.5, 21.6, 0.9,4776,153,2.751,0.009,0.42,0.3,1.45,0.1,8.41,0.2,1.39,0.09,8.21,0.2,1.45,0.1,8.4,0.2,1
13.39,31.03,0.68,3.854,0.036,154.3,  6.2, 12.3, 1.2,4819,146,2.401,0.012,0.11,0.3,1.16,0.11,11.27,0.4,1.12,0.11,11.05,0.39,1.17,0.11,11.3,0.4,2
12.26,39.92,1.3,3.87,0.033, 67.3,  2.7, 17.6, 1.8,4684,80,2.504,0.015,0.03,0.3,2.34,0.26,14.18,0.57,2.19,0.25,13.71,0.55,2.36,0.27,14.25,0.58,2
13.25,32.8,1.58,4.102,0.027,125.3,  5.4, 14.0, 1.4,4785,145,2.423,0.022,-0.04,0.3,1.06,0.17,10.48,0.57,1.0,0.16,10.16,0.55,1.07,0.17,10.51,0.57,2
13.27,29.51,0.5,3.943,0.062,137.7,  5.6, 12.3, 1.3,4906,148,2.383,0.011,-0.62,0.3,0.94,0.09,10.33,0.43,0.85,0.08,9.83,0.4,0.94,0.09,10.33,0.43,2
11.81,113.24,0.65,9.698,0.016, 66.2,  3.5, 30.3, 1.3,4714,80,2.958,0.006,0.3,0.15,1.37,0.07,6.42,0.11,1.28,0.06,6.23,0.11,1.37,0.07,6.44,0.11,1
13.75,41.85,0.5,4.772,0.014, 99.4,  6.1, 13.0, 0.8,4872,157,2.533,0.01,-1.04,0.3,1.24,0.09,9.97,0.25,1.04,0.07,9.14,0.23,1.2,0.09,9.83,0.25,1
13.59,89.24,0.6,8.08,0.016, 62.4,  2.1, 29.4, 2.2,4858,80,2.861,0.006,-0.14,0.15,1.45,0.07,7.4,0.13,1.35,0.07,7.13,0.13,1.47,0.07,7.46,0.14,1
12.09,33.21,1.68,3.963,0.036,106.6,  7.2, 13.6, 1.5,4837,148,2.431,0.023,-0.24,0.3,1.28,0.21,11.43,0.66,1.17,0.2,10.93,0.63,1.29,0.22,11.47,0.66,2
11.91,61.48,0.99,5.666,0.038, 50.5,  2.5, 23.2, 1.6,4930,100,2.702,0.009,0.05,0.15,2.01,0.15,10.45,0.28,1.93,0.14,10.25,0.28,2.06,0.15,10.58,0.29,2
12.32,40.32,0.86,4.419,0.02, 94.5,  4.1, 16.0, 1.2,4759,144,2.512,0.012,-0.28,0.3,1.45,0.13,11.07,0.34,1.29,0.11,10.45,0.32,1.44,0.13,11.04,0.34,2
9.92,39.0,1.27,4.046,0.021, 63.7,  3.0, 16.8, 2.1,4734,137,2.496,0.016,-0.23,0.3,1.85,0.21,12.74,0.5,1.67,0.19,12.08,0.48,1.85,0.21,12.72,0.5,2
11.77,5.89,0.18,1.118,0.017,415.5, 41.1,  2.7, 0.5,4314,80,1.655,0.015,-0.29,0.15,0.95,0.11,24.05,1.11,0.8,0.09,21.99,1.0,0.92,0.11,23.62,1.09,1
9.53,45.49,0.88,4.628,0.015, 60.3,  2.7, 18.7, 2.0,4831,80,2.567,0.01,0.06,0.15,1.77,0.13,11.47,0.3,1.66,0.12,11.12,0.29,1.81,0.13,11.6,0.3,2
11.51,81.28,1.06,6.955,0.045, 37.6,  1.5, 30.4, 1.9,4978,80,2.826,0.008,0.08,0.15,2.07,0.13,9.21,0.23,2.02,0.13,9.11,0.22,2.12,0.14,9.33,0.23,2
10.6,38.33,0.53,4.354,0.033, 94.1,  3.7, 15.3, 1.1,4801,80,2.492,0.008,0.01,0.15,1.34,0.09,10.89,0.29,1.25,0.08,10.52,0.27,1.36,0.09,10.96,0.29,2
13.14,75.77,0.53,7.207,0.019, 71.5,  3.6, 20.6, 1.0,4744,80,2.785,0.006,0.08,0.15,1.35,0.07,7.81,0.15,1.25,0.06,7.51,0.14,1.37,0.07,7.85,0.15,1
11.15,9.5,0.33,1.439,0.021,345.8, 27.8,  4.0, 0.6,4242,80,1.859,0.016,0.08,0.15,1.42,0.18,23.22,1.12,1.24,0.16,21.73,1.03,1.39,0.18,22.98,1.11,1
12.68,34.33,0.63,3.931,0.051,119.8,  5.6, 16.5, 1.7,4753,151,2.441,0.011,0.44,0.3,1.43,0.14,11.9,0.45,1.39,0.13,11.73,0.45,1.45,0.14,12.01,0.46,2
12.85,135.86,1.35,11.175,0.013, 33.8,  1.9, 58.8,12.5,4804,80,3.041,0.007,0.27,0.15,1.38,0.07,5.86,0.11,1.32,0.07,5.74,0.11,1.39,0.07,5.88,0.11,1
11.77,33.92,0.55,3.795,0.013, 91.8,  4.4, 13.6, 1.2,4908,100,2.443,0.009,-0.12,0.15,1.66,0.12,12.82,0.32,1.56,0.11,12.43,0.31,1.7,0.12,12.96,0.32,1
12.67,182.49,1.21,13.828,0.018, 37.0,  1.7, 50.7, 2.8,4849,80,3.171,0.006,0.28,0.15,1.44,0.07,5.16,0.09,1.4,0.07,5.08,0.09,1.46,0.07,5.19,0.09,1
13.18,86.51,0.6,8.356,0.018, 62.4,  2.3, 25.8, 1.3,5068,157,2.857,0.009,-0.17,0.3,1.23,0.08,6.85,0.15,1.23,0.08,6.85,0.15,1.24,0.08,6.89,0.16,1
13.02,35.26,0.52,4.011,0.071,107.4,  5.9, 13.2, 1.2,4735,146,2.452,0.01,0.32,0.3,1.42,0.14,11.72,0.51,1.34,0.14,11.39,0.49,1.43,0.15,11.76,0.51,2
12.0,30.0,1.05,3.865,0.047,109.7,  6.2, 13.3, 3.0,4784,141,2.384,0.017,-0.17,0.3,1.03,0.13,10.79,0.51,0.94,0.12,10.34,0.49,1.03,0.13,10.8,0.51,2
13.18,30.8,1.71,3.762,0.073,150.3,  9.2, 15.6, 4.3,4773,144,2.395,0.025,-0.11,0.3,1.24,0.24,11.69,0.83,1.13,0.22,11.17,0.79,1.24,0.24,11.71,0.83,2
12.46,37.17,0.93,4.175,0.074, 65.9,  6.5, 18.8, 7.5,4780,143,2.477,0.013,-0.5,0.3,1.44,0.17,11.46,0.55,1.26,0.15,10.73,0.51,1.41,0.17,11.34,0.54,2
13.74,31.19,0.45,3.668,0.018,142.4,  6.4, 11.0, 0.7,4775,149,2.401,0.01,-0.41,0.3,1.42,0.11,12.45,0.34,1.25,0.09,11.69,0.32,1.4,0.11,12.35,0.34,1
13.71,71.75,1.41,6.589,0.026, 45.6,  2.0, 39.5, 3.1,5164,175,2.78,0.012,-0.25,0.3,1.87,0.16,9.23,0.28,1.85,0.16,9.19,0.28,1.93,0.17,9.37,0.29,2
13.62,105.9,0.99,9.394,0.024, 40.1,  1.8, 31.3, 1.9,4859,150,2.935,0.009,-0.52,0.3,1.33,0.09,6.5,0.15,1.18,0.08,6.14,0.14,1.33,0.09,6.5,0.15,1
12.39,34.12,1.2,4.004,0.047,117.2,  4.9, 15.7, 1.8,4750,144,2.439,0.017,-0.46,0.3,1.3,0.17,11.4,0.54,1.14,0.15,10.65,0.5,1.27,0.16,11.27,0.53,2
13.42,185.45,1.26,14.41,0.044, 39.1,  2.4, 47.3, 2.7,4885,146,3.18,0.008,-0.27,0.3,1.3,0.08,4.85,0.11,1.2,0.07,4.66,0.1,1.32,0.08,4.88,0.11,1
11.81,57.6,0.56,5.673,0.012, 91.1,  4.1, 18.2, 1.0,4665,100,2.662,0.008,0.32,0.15,1.51,0.09,9.5,0.2,1.4,0.08,9.15,0.19,1.53,0.09,9.55,0.2,1
10.56,34.5,0.58,4.122,0.033, 99.2,  4.8, 13.9, 1.1,4863,143,2.449,0.011,-0.73,0.3,1.24,0.1,11.0,0.34,1.09,0.09,10.31,0.32,1.22,0.1,10.91,0.34,2
12.73,147.82,0.88,12.371,0.022, 42.0,  1.9, 44.2, 2.7,4913,80,3.083,0.006,-0.17,0.15,1.22,0.06,5.26,0.09,1.16,0.05,5.12,0.09,1.23,0.06,5.28,0.09,1
13.96,46.7,0.58,4.861,0.016, 90.7,  5.1, 16.8, 1.5,4868,146,2.58,0.01,-0.13,0.3,1.59,0.11,10.72,0.27,1.48,0.1,10.33,0.26,1.62,0.11,10.8,0.27,1
13.45,111.05,0.67,9.997,0.015, 63.4,  3.0, 32.2, 1.8,4950,147,2.96,0.008,-0.15,0.3,1.23,0.07,6.08,0.13,1.18,0.07,5.96,0.13,1.24,0.07,6.1,0.13,1
10.72,33.73,0.75,4.133,0.042,110.7,  4.7, 14.7, 1.1,4757,100,2.434,0.012,0.16,0.15,1.11,0.1,10.58,0.37,1.06,0.1,10.33,0.36,1.11,0.1,10.6,0.37,2
13.16,24.53,0.45,3.014,0.021,151.5,  7.8,  9.9, 1.3,4429,80,2.28,0.01,0.28,0.15,1.36,0.1,13.97,0.4,1.2,0.09,13.13,0.37,1.35,0.1,13.93,0.4,1
11.53,29.9,1.05,3.719,0.028, 89.1,  5.4, 11.3, 2.5,4932,100,2.39,0.016,-0.43,0.15,1.24,0.15,11.8,0.5,1.15,0.14,11.33,0.47,1.27,0.15,11.9,0.5,2
12.56,27.64,0.85,3.74,0.075,118.9,  6.8, 13.6, 3.8,4775,142,2.348,0.016,-0.33,0.3,0.92,0.12,10.61,0.58,0.82,0.11,10.05,0.54,0.91,0.12,10.57,0.58,2
12.69,84.71,2.71,7.218,0.057, 26.7,  1.5, 46.1, 8.5,5137,156,2.851,0.016,-0.73,0.3,2.12,0.25,9.06,0.37,2.05,0.24,8.91,0.37,2.25,0.26,9.33,0.39,2
13.7,37.87,0.41,4.201,0.028,112.5,  4.7, 14.6, 1.2,4801,143,2.486,0.009,-0.02,0.3,1.49,0.11,11.55,0.31,1.38,0.1,11.12,0.3,1.51,0.11,11.62,0.31,2
11.7,65.59,5.5,6.26,0.264, 77.0, 13.6, 26.4, 8.0,4644,162,2.718,0.037,-0.06,0.3,1.5,0.46,8.86,1.07,1.34,0.41,8.38,1.0,1.49,0.46,8.86,1.07,2
13.52,45.67,0.9,4.733,0.018, 56.9,  4.0, 18.0, 2.2,5064,158,2.579,0.012,-0.57,0.3,1.76,0.15,11.27,0.34,1.66,0.14,10.95,0.33,1.82,0.15,11.48,0.34,2
13.0,34.83,0.84,4.116,0.038, 99.6,  4.1, 15.1, 1.3,5202,167,2.467,0.013,-0.06,0.3,1.42,0.14,11.52,0.43,1.46,0.15,11.68,0.44,1.44,0.15,11.62,0.43,2
11.41,34.71,0.92,4.276,0.055,109.2,  5.3, 14.4, 1.2,5065,150,2.46,0.014,0.01,0.3,1.16,0.13,10.5,0.44,1.19,0.13,10.63,0.45,1.17,0.13,10.53,0.45,2
12.66,92.7,2.0,8.116,0.019, 42.8,  1.7, 46.8, 4.2,4758,80,2.873,0.011,0.21,0.15,1.55,0.12,7.54,0.21,1.45,0.11,7.31,0.2,1.58,0.12,7.61,0.21,1
13.74,43.62,1.91,4.519,0.094, 65.0,  4.1, 20.5, 2.3,5248,167,2.567,0.021,-0.26,0.3,1.95,0.32,12.03,0.77,1.98,0.33,12.14,0.78,2.01,0.34,12.23,0.79,2
12.65,112.12,1.46,9.295,0.012, 32.1,  1.3, 44.1, 8.3,5249,162,2.977,0.01,-0.16,0.3,1.85,0.13,7.31,0.18,1.89,0.13,7.39,0.18,1.9,0.13,7.41,0.18,1
9.59,29.54,0.65,3.869,0.077,109.7,  8.5, 12.9, 2.3,4853,80,2.381,0.011,-0.57,0.15,1.0,0.11,10.68,0.52,0.89,0.1,10.07,0.48,0.99,0.11,10.62,0.51,2
12.56,30.01,0.82,3.99,0.035,147.6,  6.3, 13.7, 1.4,4924,147,2.391,0.014,-0.14,0.3,0.95,0.1,10.28,0.39,0.94,0.1,10.24,0.39,0.94,0.1,10.26,0.39,2
13.13,23.72,0.18,2.992,0.016,213.6, 12.8,  7.1, 0.7,4424,80,2.265,0.007,-0.16,0.15,1.26,0.07,13.69,0.29,1.09,0.06,12.74,0.27,1.23,0.07,13.52,0.29,1
13.11,138.38,0.81,11.328,0.024, 46.4,  1.7, 39.1, 1.8,4832,80,3.05,0.006,0.19,0.15,1.39,0.07,5.83,0.1,1.33,0.06,5.7,0.1,1.41,0.07,5.86,0.11,1
12.34,28.93,0.66,3.56,0.029, 83.9,  4.8, 11.7, 3.4,4925,80,2.375,0.011,-0.52,0.15,1.34,0.12,12.45,0.4,1.22,0.11,11.88,0.38,1.36,0.12,12.54,0.41,2
13.62,26.27,0.43,3.595,0.117,151.5,  6.6, 10.5, 1.2,4963,156,2.335,0.011,-0.34,0.3,0.98,0.15,11.13,0.78,0.94,0.14,10.94,0.76,0.99,0.15,11.19,0.79,2
11.1,29.07,1.35,3.635,0.133,136.0, 13.9, 10.2, 1.8,4832,144,2.373,0.022,-0.08,0.3,1.22,0.26,11.89,1.06,1.14,0.24,11.5,1.01,1.22,0.26,11.92,1.06,2
11.77,49.27,1.87,4.321,0.03, 32.5,  2.3, 19.5, 2.0,4955,80,2.607,0.017,0.25,0.15,3.08,0.38,14.43,0.63,3.24,0.4,14.81,0.65,3.26,0.41,14.85,0.65,2
12.81,32.53,0.49,4.148,0.052,115.0,  6.1, 11.1, 0.8,4966,159,2.428,0.01,-0.38,0.3,1.05,0.09,10.35,0.37,1.0,0.09,10.11,0.36,1.06,0.1,10.43,0.38,2
15.18,78.47,1.31,7.353,0.035, 63.0,  6.6, 28.4, 4.3,4790,167,2.802,0.011,-0.28,0.3,1.41,0.12,7.81,0.23,1.26,0.1,7.39,0.22,1.41,0.12,7.8,0.23,1
13.22,76.87,0.82,6.946,0.017, 53.8,  1.9, 31.1, 3.3,4870,80,2.797,0.007,-0.05,0.15,1.71,0.09,8.64,0.17,1.6,0.09,8.37,0.17,1.74,0.1,8.73,0.18,1
11.95,45.86,0.82,4.695,0.025, 64.5,  2.7, 18.9, 1.4,4776,80,2.568,0.01,0.14,0.15,1.68,0.12,11.17,0.3,1.57,0.11,10.8,0.29,1.72,0.13,11.28,0.3,2
10.93,32.57,0.54,3.98,0.02,114.0,  6.2, 11.9, 1.1,4942,147,2.427,0.011,0.06,0.3,1.23,0.1,11.23,0.32,1.22,0.1,11.17,0.32,1.24,0.1,11.28,0.32,2
13.94,46.05,0.62,5.229,0.016, 98.9,  5.6, 15.5, 1.1,4992,158,2.58,0.01,-0.55,0.3,1.18,0.09,9.25,0.24,1.1,0.08,8.92,0.23,1.21,0.09,9.36,0.24,1
12.06,58.84,0.88,5.673,0.013, 64.6,  3.4, 21.5, 1.6,4683,80,2.672,0.009,0.28,0.15,1.62,0.1,9.72,0.22,1.5,0.1,9.36,0.21,1.65,0.1,9.8,0.22,1
13.28,117.75,0.9,10.399,0.014, 48.6,  1.9, 36.0, 2.3,4972,80,2.987,0.006,-0.38,0.15,1.26,0.06,5.97,0.11,1.18,0.06,5.79,0.1,1.28,0.06,6.03,0.11,1
13.59,28.27,1.12,3.824,0.083,131.5,  6.7, 14.3, 5.1,4856,152,2.362,0.019,-0.15,0.3,0.92,0.15,10.47,0.65,0.89,0.14,10.31,0.64,0.92,0.15,10.48,0.66,2
13.2,98.88,0.75,8.576,0.018, 43.8,  1.9, 30.2, 2.4,4838,80,2.905,0.007,0.13,0.15,1.55,0.08,7.27,0.13,1.47,0.07,7.08,0.13,1.57,0.08,7.32,0.14,1
8.18,101.9,1.3,8.142,0.05, 30.1,  1.9, 40.2, 4.7,5107,148,2.93,0.009,0.09,0.3,2.26,0.16,8.54,0.23,2.32,0.17,8.65,0.23,2.34,0.17,8.68,0.23,2
13.11,145.52,0.87,12.406,0.022, 46.6,  1.8, 40.1, 2.1,4877,80,3.074,0.006,-0.24,0.15,1.14,0.05,5.13,0.09,1.06,0.05,4.96,0.09,1.15,0.05,5.15,0.09,1
12.78,36.45,0.43,4.206,0.033, 93.7,  4.5, 13.0, 1.0,4820,80,2.47,0.008,-0.34,0.15,1.33,0.09,11.12,0.29,1.19,0.08,10.53,0.27,1.33,0.09,11.11,0.28,2
13.7,37.31,0.9,4.063,0.04, 96.2,  8.6, 14.3, 1.6,4924,80,2.485,0.012,-0.25,0.15,1.69,0.16,12.33,0.43,1.58,0.15,11.9,0.41,1.73,0.16,12.46,0.44,2
12.97,33.54,1.1,4.119,0.046,126.0,  5.9, 14.6, 1.9,4878,152,2.437,0.016,-0.05,0.3,1.15,0.14,10.73,0.48,1.1,0.14,10.51,0.47,1.16,0.14,10.76,0.48,2
13.94,35.8,0.88,4.185,0.43, 79.6,  7.5, 14.0, 2.1,4893,166,2.466,0.014,-1.38,0.3,1.32,0.56,11.11,2.31,1.14,0.46,10.33,2.07,1.28,0.54,10.95,2.26,2
11.7,74.72,0.67,6.101,0.026, 29.4,  2.2, 18.7, 2.6,5026,80,2.791,0.007,0.04,0.15,2.76,0.15,11.06,0.23,2.83,0.15,11.2,0.23,2.88,0.16,11.3,0.23,2
12.63,61.05,0.52,5.97,0.013, 81.5,  3.7, 20.2, 1.1,4708,80,2.689,0.007,0.18,0.15,1.49,0.08,9.13,0.17,1.38,0.07,8.78,0.17,1.51,0.08,9.2,0.18,1
10.81,45.01,0.97,4.671,0.027, 53.4,  2.1, 17.7, 0.8,4854,80,2.564,0.011,0.09,0.15,1.67,0.14,11.17,0.33,1.58,0.13,10.86,0.32,1.7,0.14,11.28,0.33,2
13.35,120.96,0.76,10.26,0.018, 59.9,  2.1, 36.2, 1.4,4699,80,2.986,0.006,0.48,0.3,1.32,0.06,6.12,0.11,1.23,0.06,5.9,0.11,1.3,0.06,6.06,0.11,1
10.97,12.17,0.57,1.742,0.082,150.5, 13.4,  6.4, 1.6,4447,80,1.977,0.021,0.23,0.15,1.49,0.36,20.78,2.21,1.33,0.31,19.59,2.04,1.49,0.35,20.74,2.2,1
12.23,88.75,1.06,7.742,0.014, 35.9,  2.0, 27.5, 2.5,4815,80,2.857,0.008,0.21,0.15,1.67,0.1,7.99,0.16,1.58,0.09,7.77,0.16,1.71,0.1,8.07,0.17,1
10.95,105.68,1.43,8.135,0.031, 29.4,  1.3, 41.9, 3.5,5003,80,2.941,0.008,0.16,0.15,2.45,0.15,8.78,0.2,2.49,0.15,8.84,0.2,2.53,0.16,8.91,0.2,2
13.49,28.4,0.58,3.882,0.099,162.2,  7.2, 12.0, 2.2,4999,159,2.37,0.012,-0.32,0.3,0.92,0.12,10.35,0.61,0.91,0.12,10.33,0.61,0.93,0.12,10.41,0.62,2
12.97,37.78,0.98,4.161,0.052,136.0, 11.4, 14.4, 1.4,5003,80,2.494,0.013,-0.6,0.15,1.64,0.17,12.0,0.48,1.52,0.15,11.54,0.45,1.68,0.17,12.16,0.48,2
12.74,36.68,0.43,4.184,0.022, 86.3,  6.2, 12.6, 1.2,5003,159,2.481,0.01,-0.51,0.3,1.47,0.11,11.52,0.3,1.37,0.1,11.12,0.29,1.5,0.11,11.67,0.31,2
12.75,57.59,0.64,5.732,0.016, 90.6,  3.6, 19.0, 0.9,4802,147,2.668,0.009,0.11,0.3,1.51,0.1,9.44,0.23,1.42,0.1,9.15,0.22,1.54,0.1,9.51,0.23,1
13.92,144.16,0.85,12.328,0.024, 49.2,  2.6, 36.8, 2.2,4997,155,3.076,0.008,-0.28,0.3,1.18,0.07,5.21,0.12,1.14,0.07,5.12,0.11,1.19,0.07,5.24,0.12,1
13.03,66.37,0.67,6.491,0.017, 53.2,  2.6, 25.2, 2.7,4790,80,2.729,0.007,0.17,0.15,1.4,0.08,8.47,0.17,1.33,0.07,8.24,0.16,1.42,0.08,8.53,0.17,1
13.85,40.4,0.62,4.33,0.014, 89.8,  4.8, 14.0, 0.9,4984,161,2.522,0.011,-0.21,0.3,1.7,0.13,11.82,0.32,1.61,0.12,11.51,0.31,1.74,0.13,11.96,0.33,1
13.875,225.74,2.64,17.622,0.05,     ,     ,     ,    ,4893,80,3.266,0.008,-0.19,0.15,1.05,0.06,3.95,0.08,1.0,0.06,3.86,0.08,1.05,0.06,3.96,0.08,1
12.27,47.24,0.52,4.723,0.068, 66.6,  5.4, 12.2, 5.5,5023,156,2.592,0.009,-0.23,0.3,1.94,0.17,11.67,0.43,1.86,0.16,11.41,0.42,2.0,0.18,11.84,0.44,2
13.23,61.33,2.23,5.768,0.089, 42.6,  4.2, 34.8, 6.9,4933,80,2.702,0.017,-0.1,0.15,1.86,0.25,10.06,0.51,1.76,0.23,9.79,0.49,1.9,0.25,10.19,0.51,2
13.68,37.18,0.93,4.222,0.039,102.0,  5.7, 15.7, 1.5,4867,151,2.481,0.014,-0.16,0.3,1.41,0.14,11.31,0.42,1.31,0.13,10.91,0.41,1.44,0.15,11.41,0.43,2
9.85,59.7,0.56,5.794,0.009, 75.0,  3.3, 17.2, 1.3,4710,80,2.68,0.007,0.1,0.15,1.57,0.08,9.48,0.18,1.44,0.08,9.09,0.17,1.59,0.08,9.55,0.18,1
13.49,30.0,0.78,3.712,0.07, 91.6,  5.8, 13.4, 1.7,5013,80,2.394,0.013,-0.54,0.15,1.3,0.15,11.98,0.58,1.21,0.14,11.58,0.56,1.33,0.16,12.13,0.59,2
12.14,42.54,2.24,4.377,0.352, 80.4, 18.9, 11.7, 2.2,4750,166,2.534,0.025,-0.5,0.3,1.77,0.64,11.89,2.03,1.56,0.56,11.19,1.86,1.73,0.63,11.77,2.0,2
10.91,69.12,0.61,6.47,0.014, 65.2,  2.6, 21.9, 1.0,4688,80,2.742,0.007,0.21,0.15,1.56,0.08,8.79,0.17,1.44,0.07,8.44,0.16,1.58,0.08,8.86,0.17,1
12.19,31.13,1.07,4.143,0.077,116.7,  6.9, 11.1, 1.2,4963,151,2.408,0.017,-1.14,0.3,0.92,0.13,9.93,0.54,0.82,0.11,9.38,0.51,0.94,0.13,10.02,0.55,2
